song_name;song_popularity;song_duration_ms;acousticness;danceability;energy;key;liveness;audio_mode;speechiness;tempo;time_signature;audio_valence
Girls; Girls; Girls;69;270426;0.0296;0.9309999999999999;7,10E+10;0.392;-4.647;1;0.0734;140.123
Here I Go Again 87 - 2007 Remastered Version;15;270160;0.207;0.39;0.898;7;0.217;1;0.045;9.070.299.999.999.990;4;0.204
Walk This Way;59;310960;0.008409999999999999;0.767;0.6509999999999999;6;0.0609;0;0.0501;10.559.200.000.000.000;4;0.946
Sweet Child O' Mine;77;356400;0.141;0.449;0.9009999999999999;6;0.128;1;0.0526;125.148;4;0.696
We're Not Gonna Take It;60;219666;0.0127;0.502;0.924;4;0.162;1;0.0503;149.186;4;0.922
Poison;60;269600;0.0515;0.3;0.894;2;0.125;0;0.109;118.631;4;0.268
I Hate Myself for Loving You;66;246800;0.0846;0.611;0.883;9;0.192;1;0.0539;117.928;4;0.604
Unskinny Bop - 2006 - Remaster;61;228066;0.0657;0.574;0.93;1;0.10800000000000001;1;0.0413;92.303;4;0.69
Barracuda;72;261933;0.015;0.547;0.691;4;0.14400000000000002;0;0.0369;137.148;4;0.667
I Ran;57;220306;0.000466;0.525;0.858;9;0.166;0;0.0345;14.549.200.000.000.000;4;0.669
Once In A Lifetime - 2005 Remastered Version;68;259906;0.18100000000000002;0.644;0.919;2;0.622;1;0.0561;117.459;4;0.871
Personal Jesus - Original Seven Inch Version;62;224906;0.0112;0.637;0.682;11;0.0473;1;0.0366;129.983;4;0.7140000000000001
Desire;63;179360;0.000212;0.49;0.8270000000000001;8;0.11199999999999999;1;0.0482;10.857.700.000.000.000;4;0.626
How Soon Is Now? - 2011 Remastered Version;68;408173;0.0008539999999999999;0.39799999999999996;0.93;11;0.0874;1;0.0615;19.081.799.999.999.900;4;0.725
Just Like Heaven - 2006 Remastered Version;48;212013;0.0524;0.442;0.935;9;0.188;1;0.0424;15.144.799.999.999.900;4;0.514
Billie Jean;84;293826;0.0236;0.92;0.654;11;0.0359;0;0.0401;117.046;4;0.847
Bad Medicine;67;316706;0.048;0.555;0.973;9;0.0853;1;0.035;11.864.200.000.000.000;4;0.805
Where The Streets Have No Name - Remastered;56;336613;0.0113;0.49200000000000005;0.7090000000000001;2;0.153;1;0.0359;12.579.899.999.999.900;4;0.264
Panama - 2015 Remastered Version;73;210226;0.00124;0.527;0.978;8;0.0744;1;0.109;14.116.899.999.999.900;4;0.46299999999999997
Stand - Remastered;16;192960;0.435;0.65;0.732;4;0.09300000000000001;1;0.0289;109.292;4;0.919
Jane Says;66;287000;0.0387;0.426;0.65;7;0.126;1;0.0332;82.184;4;0.493
Hungry Like The Wolf - 2009 Remastered Version;72;220626;0.0433;0.691;0.812;0;0.299;1;0.0558;127.568;4;0.685
18 And Life;60;231280;0.000384;0.457;0.794;1;0.131;0;0.0298;90.439;4;0.354
The Safety Dance;56;164866;0.0252;0.524;0.8809999999999999;5;0.10099999999999999;1;0.0468;101.677;4;0.62
West End Girls - 2001 Remastered Version;58;245360;0.0114;0.648;0.9470000000000001;4;0.105;0;0.0369;113.255;4;0.602
Eye of the Tiger;55;245533;0.158;0.823;0.563;0;0.0861;0;0.0318;108.86;4;0.563
You Spin Me Round (Like a Record);72;199666;0.0308;0.5670000000000001;0.943;6;0.544;0;0.0387;128.207;4;0.965
Shout;69;393666;0.174;0.511;0.9420000000000001;0;0.139;1;0.0429;9.790.899.999.999.990;4;0.498
Tainted Love;26;162506;0.43799999999999994;0.569;0.402;0;0.134;1;0.0433;144.635;4;0.696
Dr Feelgood;32;282560;0.000766;0.536;0.9590000000000001;2;0.22;1;0.076;111.012;4;0.39
Summer Of '69;80;216053;0.0183;0.508;0.8340000000000001;2;0.0732;1;0.0386;139.131;4;0.774
One;69;447440;0.00112;0.444;0.703;7;0.127;1;0.0641;106.228;4;0.419
Money For Nothing;63;506400;0.0491;0.667;0.655;2;0.0641;0;0.0367;13.421.200.000.000.000;4;0.657
Jessie's Girl;9;195933;0.113;0.7040000000000001;0.77;2;0.10099999999999999;1;0.0526;131.57;4;0.8390000000000001
Come On Eileen;72;287306;0.648;0.45;0.6579999999999999;2;0.264;1;0.0472;10.679.899.999.999.900;4;0.7809999999999999
Fight For Your Right;68;207400;0.129;0.6729999999999999;0.72;8;0.0813;1;0.0376;133.62;4;0.6
Love Will Tear Us Apart - 2010 Remastered Version;64;204621;0.000989;0.525;0.902;2;0.13699999999999998;1;0.0368;146.83;4;0.907
Runaway;67;230666;0.0048200000000000005;0.47600000000000003;0.897;9;0.152;0;0.0627;152.497;4;0.667
Faith - Remastered;75;193200;0.0094;0.887;0.48;11;0.0662;1;0.11699999999999999;95.846;4;0.607
Working for the Weekend;15;220706;0.027000000000000003;0.526;0.924;7;0.598;1;0.0391;147.28;4;0.7929999999999999
Everybody Wants To Rule The World;82;251488;0.37200000000000005;0.638;0.8;7;0.113;1;0.0572;112.055;4;0.569
Take On Me;85;225280;0.018000000000000002;0.573;0.902;6;0.0928;0;0.054000000000000006;84.412;4;0.8759999999999999
Relax;52;236800;0.33399999999999996;0.6759999999999999;0.7;11;0.0462;0;0.0391;114.932;4;0.6920000000000001
Blue Monday - 2016 Remastered Version;73;450800;0.000726;0.7929999999999999;0.703;0;0.075;1;0.0581;130.27;4;0.856
Don't You (Forget About Me);73;263040;0.168;0.66;0.816;2;0.0608;1;0.0299;111.346;4;0.6779999999999999
Don't Stop Believin';76;248906;0.25;0.491;0.802;4;0.387;1;0.0392;119.25;4;0.47200000000000003
The Boys Of Summer;75;288733;0.546;0.522;0.5589999999999999;6;0.188;1;0.0387;176.894;4;0.9079999999999999
Addicted To Love;65;363640;0.361;0.7020000000000001;0.59;2;0.0512;1;0.0302;111.57;4;0.973
I Still Haven't Found What I'm Looking For - Remastered 2007;54;277480;0.0139;0.565;0.764;1;0.079;1;0.0351;100.891;4;0.6859999999999999
Mountain Song;58;242720;0.0155;0.324;0.9309999999999999;9;0.27699999999999997;1;0.0837;8.274.799.999.999.990;4;0.313
Cum on Feel the Noize;68;287400;0.000183;0.441;0.9079999999999999;11;0.0612;0;0.115;145.439;4;0.632
Call Me;64;212226;0.000646;0.5539999999999999;0.833;2;0.0737;0;0.0347;142.673;4;0.773
Cherry Pie;68;201026;0.0372;0.47200000000000003;0.946;2;0.35200000000000004;1;0.145;177.489;4;0.486
Walk This Way;66;211026;0.0249;0.629;0.785;5;0.0522;1;0.0471;108.531;4;0.8690000000000001
Crazy Train - Remastered;75;296200;0.361;0.45299999999999996;0.9059999999999999;9;0.26;1;0.115;137.575;4;0.473
Ace of Spades;74;165906;0.00242;0.317;0.981;6;0.0852;1;0.174;140.079;4;0.23399999999999999
Run to the Hills - 1998 Remastered Version;70;233960;0.0103;0.221;0.956;0;0.195;1;0.0876;17.325.400.000.000.000;4;0.43200000000000005
Real Wild Child (Wild One);34;218400;0.00182;0.5660000000000001;0.9259999999999999;4;0.281;1;0.0327;14.627.100.000.000.000;4;0.963
Rebel Yell;25;288533;0.000732;0.536;0.8690000000000001;4;0.337;0;0.0597;16.638.299.999.999.900;4;0.493
Pride (In The Name Of Love);44;227733;0.000901;0.42100000000000004;0.742;4;0.6890000000000001;1;0.0334;105.889;4;0.762
She Sells Sanctuary;63;252533;4.82e-06;0.55;0.765;7;0.132;1;0.0287;139.453;4;0.41700000000000004
The Final Countdown;74;310333;0.0628;0.536;0.8440000000000001;6;0.0608;0;0.057999999999999996;117.652;4;0.185
Personal Jesus - Single Version;68;224933;0.0911;0.6729999999999999;0.899;11;0.0481;1;0.0434;129.885;4;0.7929999999999999
The Killing Moon;66;346280;0.132;0.522;0.85;7;0.295;1;0.0361;12.421.600.000.000.000;4;0.71
Don't Change;22;268200;5.93e-05;0.20600000000000002;0.81;9;0.0855;1;0.0423;16.355.200.000.000.000;4;0.155
Boys Don't Cry;71;155973;0.00517;0.462;0.836;11;0.18;0;0.0621;168.766;4;0.6709999999999999
Rock the Casbah - Remastered;72;222426;0.287;0.7959999999999999;0.872;9;0.284;0;0.0573;129.894;4;0.866
Debaser;63;173173;0.00042699999999999997;0.48700000000000004;0.884;5;0.0954;1;0.0425;135.533;4;0.569
Whip It;55;158106;0.0658;0.768;0.716;2;0.0379;1;0.0625;157.935;4;0.961
Love Buzz;43;215120;2,38E+11;0.465;0.8859999999999999;3;0.152;1;0.0354;137.986;4;0.772
It's The End Of The World As We Know It (And I Feel Fine);47;246973;0.0242;0.5660000000000001;0.893;7;0.0343;1;0.0309;10.281.299.999.999.900;4;0.774
Teen Age Riot (Album Version);62;417800;0.000277;0.28600000000000003;0.907;7;0.0837;1;0.0374;156.395;4;0.746
Sunday Bloody Sunday - Remastered 2008;57;279440;0.415;0.541;0.946;6;0.0468;1;0.057999999999999996;101.169;4;0.728
Video Killed The Radio Star;70;252773;0.10300000000000001;0.68;0.6779999999999999;1;0.204;1;0.0754;131.165;4;0.251
Waiting Room;61;173266;0.0040100000000000005;0.616;0.727;1;0.157;0;0.0365;92.259;4;0.54
Don't Want To Know If You Are Lonely;54;210866;0.00128;0.305;0.965;0;0.317;1;0.0809;90.81;4;0.644
Epic;69;293653;0.0222;0.358;0.893;4;0.126;0;0.12;174.238;4;0.262
New Sensation;42;220160;0.00655;0.679;0.946;9;0.0524;1;0.0638;115.425;4;0.89
Brass In Pocket - 2006 Remastered Version;62;185960;0.368;0.7509999999999999;0.703;9;0.196;1;0.0287;97.931;4;0.907
Pictures Of You - Remastered;48;448306;0.00325;0.47600000000000003;0.764;9;0.138;1;0.032;171.903;4;0.546
Africa;86;295893;0.257;0.6709999999999999;0.373;9;0.0481;1;0.0323;9.271.700.000.000.000;4;0.732
Should I Stay or Should I Go - Remastered;79;188986;0.079;0.742;0.833;2;0.384;1;0.115;113.375;4;0.816
Billie Jean;84;293826;0.0236;0.92;0.654;11;0.0359;0;0.0401;117.046;4;0.847
Sweet Dreams (Are Made of This) - Remastered;83;216933;0.22699999999999998;0.6920000000000001;0.711;0;0.12;0;0.0317;125.135;4;0.875
Don't Stop Believin';58;249653;0.242;0.49;0.723;4;0.371;1;0.0408;119.022;4;0.485
Time After Time;74;243066;0.5760000000000001;0.7240000000000001;0.436;0;0.0908;1;0.0282;130.439;4;0.324
Every Breath You Take;66;251573;0.5589999999999999;0.8220000000000001;0.478;1;0.0813;1;0.0343;11.739.399.999.999.900;4;0.722
You Make My Dreams;64;190706;0.261;0.737;0.569;5;0.046;1;0.0553;167.196;4;0.912
I Wanna Dance with Somebody (Who Loves Me);25;291293;0.207;0.7090000000000001;0.8240000000000001;1;0.0888;1;0.0453;118.814;4;0.867
80s Baby - feat. Salt-N-Pepa; Naughty By Nature; Tiffany; Debbie Gibson;52;217043;0.764;0.885;7;0.109;-4.274;0;0.14300000000000002
Michael Jackson x Mark Ronson: Diamonds are Invincible;70;300026;0.342;0.672;0.8320000000000001;11;0.242;0;0.342;11.729.799.999.999.900;4;0.5489999999999999
Careless Whisper;76;300106;0.128;0.574;0.629;2;0.271;0;0.0363;153.119;4;0.7859999999999999
I Love Rock 'N Roll;66;175173;0.326;0.535;0.716;4;0.659;1;0.0431;9.437.899.999.999.990;4;0.9009999999999999
Whip It;47;158640;0.06;0.769;0.867;2;0.0432;1;0.0545;157.874;4;0.9620000000000001
Beat It - Single Version;79;258040;0.0491;0.779;0.867;3;0.19699999999999998;0;0.0457;138.858;4;0.915
Uptown Girl;69;194866;0.0736;0.696;0.943;4;0.653;1;0.0431;129.003;4;0.833
Footloose;74;226826;0.0984;0.583;0.905;2;0.0593;1;0.0733;173.982;4;0.6459999999999999
I'm So Excited;67;230640;0.0962;0.59;0.868;5;0.442;0;0.048;18.434.799.999.999.900;4;0.7979999999999999
Freeway of Love - Single Mix;55;246693;0.33;0.738;0.9209999999999999;0;0.066;1;0.124;125.436;4;0.6679999999999999
You Got It (The Right Stuff);59;249960;0.0126;0.7879999999999999;0.522;0;0.0671;0;0.0578;11.157.799.999.999.900;4;0.9229999999999999
Hungry Heart;68;199453;0.0857;0.6409999999999999;0.894;8;0.157;1;0.0273;109.823;4;0.972
Down Under;62;223760;0.0914;0.741;0.8079999999999999;11;0.0488;0;0.026000000000000002;107.234;4;0.9079999999999999
9 to 5;75;162466;0.41600000000000004;0.5539999999999999;0.7829999999999999;6;0.631;1;0.0457;105.39;4;0.813
Rosanna;62;330986;0.0184;0.519;0.695;7;0.5760000000000001;0;0.0354;82.314;4;0.713
Wake Me Up Before You Go-Go - Remastered;62;232280;0.0986;0.607;0.795;0;0.059000000000000004;1;0.0496;81.298;4;0.815
Maneater;76;271893;0.0351;0.727;0.685;11;0.0973;0;0.0398;88.75;4;0.812
Take On Me;85;225280;0.018000000000000002;0.573;0.902;6;0.0928;0;0.054000000000000006;84.412;4;0.8759999999999999
In Your Eyes;13;329013;0.0623;0.636;0.7240000000000001;11;0.0973;0;0.0367;89.319;4;0.632
Never Gonna Give You Up;55;212400;0.0262;0.695;0.976;8;0.182;1;0.0428;11.335.700.000.000.000;4;0.937
Your Love;72;221840;0.10300000000000001;0.555;0.757;1;0.0631;0;0.0601;129.607;4;0.5820000000000001
Dancing In the Dark;75;241306;0.0115;0.527;0.9420000000000001;1;0.188;0;0.0366;14.872.299.999.999.900;4;0.495
99 Luftballons;58;231466;0.0915;0.636;0.467;4;0.11699999999999999;1;0.0421;96.639;4;0.58
Girls Just Want to Have Fun;69;238120;0.214;0.7070000000000001;0.7879999999999999;6;0.308;1;0.0333;120.465;4;0.746
Thunderstruck;82;292880;0.000147;0.501;0.889;4;0.217;1;0.0364;133.519;4;0.257
Rock You Like a Hurricane;62;254346;0.000265;0.584;0.833;11;0.32;1;0.0358;12.401.799.999.999.900;4;0.6709999999999999
Danger Zone;71;215133;0.24100000000000002;0.544;0.897;3;0.13;0;0.0471;157.17;4;0.647
Faith - Remastered;75;193200;0.0094;0.887;0.48;11;0.0662;1;0.11699999999999999;95.846;4;0.607
I Ran;57;219906;0.00041799999999999997;0.537;0.815;2;0.19399999999999998;1;0.0348;145.424;4;0.691
You Can Call Me Al;69;276360;0.126;0.777;0.725;5;0.0917;1;0.047;128.349;4;0.851
We Built This City;75;296080;0.052000000000000005;0.6609999999999999;0.9079999999999999;5;0.0708;1;0.039;144.091;4;0.6559999999999999
What I Like About You;70;175400;0.319;0.542;0.915;9;0.171;1;0.0549;159.81;4;0.92
Somebody's Watching Me - Single Version;69;237760;0.0409;0.767;0.7120000000000001;1;0.132;0;0.0324;12.409.100.000.000.000;4;0.804
Nothing's Gonna Stop Us Now;75;270333;0.0298;0.643;0.8009999999999999;6;0.0719;1;0.0228;95.988;4;0.534
How Will I Know;48;273413;0.20199999999999999;0.838;0.664;6;0.621;1;0.0445;119.6;4;0.929
Caribbean Queen (No More Love On the Run);56;244440;0.17600000000000002;0.785;0.6709999999999999;5;0.0955;1;0.0267;113.805;4;0.95
(I've Had) The Time of My Life;21;289680;0.0476;0.6970000000000001;0.665;6;0.0796;0;0.0412;108.535;4;0.485
You're The Inspiration - 2006 Remastered Version;72;229240;0.368;0.583;0.602;11;0.22;1;0.0274;74.008;4;0.38799999999999996
Walk This Way (feat. Aerosmith);69;309760;0.00796;0.759;0.578;6;0.0605;0;0.0468;105.598;4;0.9440000000000001
The Final Countdown;63;236760;0.0201;0.544;0.738;6;0.0497;0;0.04;11.782.600.000.000.000;4;0.375
Break My Stride;62;180240;0.2;0.9009999999999999;0.654;10;0.165;1;0.0655;110.131;4;0.7809999999999999
Who Can It Be Now?;61;203266;0.0444;0.807;0.83;4;0.0842;1;0.0367;128.501;4;0.9540000000000001
Kiss;75;226240;0.0135;0.898;0.271;7;0.0461;1;0.091;111.485;4;0.742
Beds Are Burning - Remastered;66;258173;0.00539;0.754;0.496;0;0.0871;1;0.0351;119.186;4;0.341
Jessie's Girl;70;192866;0.0752;0.688;0.706;2;0.0924;1;0.042;131.705;4;0.8420000000000001
We Belong - Single Version;12;222320;0.415;0.705;0.59;5;0.271;1;0.0407;13.517.600.000.000.000;4;0.344
You Shook Me All Night Long;77;210173;0.0028699999999999997;0.532;0.767;7;0.39;1;0.0574;127.361;4;0.755
Let's Hear It for the Boy;61;261893;0.177;0.7829999999999999;0.573;7;0.043;1;0.0462;122.744;4;0.789
Keep on Loving You - Remastered;71;200293;0.0519;0.306;0.722;0;0.11699999999999999;1;0.034;174.732;4;0.41
"Take My Breath Away - Love Theme from ""Top Gun""";72;255733;0.0613;0.49700000000000005;0.7190000000000001;6;0.41100000000000003;1;0.0266;9.576.899.999.999.990;4;0.547
It's Still Rock and Roll to Me;62;177266;0.0958;0.745;0.655;5;0.0895;1;0.166;141.429;4;0.5820000000000001
Hold Me Now;52;286666;0.6579999999999999;0.787;0.517;7;0.292;1;0.0332;108.186;4;0.885
Everyday People;49;159986;0.0265;0.5710000000000001;0.871;7;0.102;1;0.0621;119.852;4;0.7490000000000001
Cum on Feel the Noize;68;290960;0.00719;0.409;0.92;11;0.0823;0;0.12;145.085;4;0.37
Talking In Your Sleep;48;236866;0.00673;0.708;0.851;9;0.10400000000000001;0;0.0329;129.773;4;0.982
Jump (For My Love);63;263440;0.107;0.86;0.705;10;0.149;0;0.0894;134.395;4;0.8540000000000001
Working for the Weekend;15;220706;0.027000000000000003;0.526;0.924;7;0.598;1;0.0391;147.28;4;0.7929999999999999
Faithfully;70;267080;0.0979;0.20199999999999999;0.644;11;0.109;1;0.0324;85.04;5;0.252
Rock the Casbah - Remastered;72;222426;0.287;0.7959999999999999;0.872;9;0.284;0;0.0573;129.894;4;0.866
Can't Fight This Feeling;73;294773;0.155;0.408;0.48;9;0.0877;1;0.0266;156.344;4;0.19
Oh Sherrie;36;228800;0.312;0.5770000000000001;0.665;5;0.138;1;0.0285;101.807;4;0.305
I'm on Fire;72;155880;0.589;0.62;0.446;1;0.0727;0;0.0347;8.859.100.000.000.000;4;0.868
I Want Candy;57;164533;0.006229999999999999;0.6859999999999999;0.649;7;0.0592;1;0.0642;109.984;4;0.76
"Ghostbusters - From ""Ghostbusters""";55;245600;0.0192;0.787;0.588;6;0.34700000000000003;0;0.0355;11.551.299.999.999.900;4;0.8029999999999999
Take Me Home Tonight;63;211466;0.11800000000000001;0.622;0.845;1;0.0984;1;0.0324;132.752;4;0.715
You Got It;54;211226;0.5660000000000001;0.652;0.634;9;0.15;1;0.0261;114.681;4;0.674
"I'm Alright (Theme from ""Caddyshack"")";40;227040;0.0902;0.5579999999999999;0.867;7;0.37799999999999995;1;0.0449;163.213;4;0.9420000000000001
Shake Your Body (Down to the Ground) - Single Edit;61;224893;0.0307;0.774;0.8029999999999999;0;0.34700000000000003;1;0.0877;11.777.799.999.999.900;4;0.813
Walk Like an Egyptian;65;204706;0.00344;0.7240000000000001;0.8909999999999999;11;0.3;1;0.0995;103.022;4;0.8190000000000001
Total Eclipse of the Heart;75;269786;0.195;0.435;0.6579999999999999;8;0.102;1;0.0661;130.276;4;0.184
You Spin Me Round (Like a Record);72;199666;0.0308;0.5670000000000001;0.943;6;0.544;0;0.0387;128.207;4;0.965
Hypnotize (feat. Pam Long) - 2016 Remastered;50;229906;0.165;0.9;0.6809999999999999;9;0.23;1;0.27399999999999997;93.927;4;0.638
California Love - Original Version;75;284480;0.0292;0.7609999999999999;0.847;7;0.39;1;0.0417;9.151.899.999.999.990;4;0.765
Don't Believe The Hype;54;319493;0.0142;0.884;0.47200000000000003;11;0.142;1;0.34600000000000003;98.425;4;0.826
Flava In Ya Ear (feat. The Notorious B.I.G.; LL Cool J; Busta Rhymes & Rampage) - 2016 Remastered;51;302866;0.203;0.899;0.0;0.177;-3.907;0;0.467;177.815
The Rain (Supa Dupa Fly);61;246173;0.11699999999999999;0.8540000000000001;0.58;1;0.0921;1;0.217;162.116;4;0.7
The World Is Yours;59;290573;0.27399999999999997;0.6779999999999999;0.794;10;0.124;0;0.14;87.374;4;0.54
Hip Hop Hooray;69;267266;0.102;0.862;0.642;6;0.272;0;0.10099999999999999;9.920.100.000.000.000;4;0.765
Keep Their Heads Ringin';64;305573;0.0442;0.672;0.785;9;0.136;0;0.109;90.574;4;0.21899999999999997
Juicy - 2016 Remastered;47;302546;0.48700000000000004;0.858;0.8959999999999999;9;0.235;1;0.26;96.0;4;0.7829999999999999
Gangsta's Paradise;82;240693;0.0655;0.647;0.514;8;0.39799999999999996;1;0.0593;7.997.399.999.999.990;4;0.387
Gin And Juice (feat. Dat Nigga Daz);76;211493;0.0285;0.5489999999999999;0.853;7;0.618;1;0.188;94.695;4;0.34600000000000003
Crush On You;57;275640;0.278;0.8270000000000001;0.635;11;0.109;0;0.251;88.87;4;0.7659999999999999
The Humpty Dance;62;391693;0.0341;0.813;0.693;10;0.121;0;0.266;103.508;4;0.618
Cause I Can Do It Right;42;249506;0.309;0.769;0.6809999999999999;1;0.248;1;0.136;108.462;4;0.9009999999999999
Jump Around;77;214946;0.0113;0.8540000000000001;0.71;4;0.166;0;0.0793;10.689.399.999.999.900;4;0.818
Put Your Hands Where My Eyes Could See;65;194293;0.00864;0.9059999999999999;0.623;1;0.0753;0;0.303;9.949.799.999.999.990;4;0.715
It's All About The Benjamins (feat. The Notorious B.I.G.; Lil' Kim & The Lox) - Remix;56;278200;0.0405;0.856;8.75e-06;6;-3.51;1;0.226;89.738;4
Sexy M.F.;48;326093;0.16899999999999998;0.77;0.7440000000000001;2;0.0537;1;0.0937;106.15;4;0.5479999999999999
Rump Shaker;44;311506;0.00372;0.865;0.836;1;0.301;1;0.225;10.275.399.999.999.900;4;0.248
Hail Mary;68;309800;0.158;0.654;0.637;10;0.33799999999999997;0;0.293;81.947;4;0.364
I Got 5 On It;61;253533;0.193;0.583;0.6920000000000001;10;0.121;0;0.36200000000000004;174.141;4;0.595
Who Am I (What's My Name)?;72;246320;0.000136;0.6920000000000001;0.833;7;0.515;1;0.0492;96.814;4;0.6920000000000001
U.N.I.T.Y.;18;251906;0.00561;0.659;0.738;4;0.319;0;0.36200000000000004;93.796;4;0.516
Mama Said Knock You Out;46;287893;0.0402;0.802;0.794;10;0.342;0;0.125;102.37;4;0.614
Mind Playing Tricks on Me;67;308733;0.207;0.8859999999999999;0.512;10;0.0991;0;0.237;9.399.700.000.000.000;4;0.45399999999999996
I Get Around;71;259000;0.157;0.8490000000000001;0.42200000000000004;10;0.255;0;0.122;9.621.600.000.000.000;4;0.624
Big Poppa;75;252746;0.43200000000000005;0.778;0.578;9;0.138;0;0.27399999999999997;8.448.700.000.000.000;4;0.758
Shook Ones; Pt. II;77;325506;0.0146;0.763;0.0114;10;-6.472;0;0.22899999999999998;9.385.700.000.000.000;4
Runnin';65;296266;0.0287;0.754;0.785;10;0.319;0;0.18;9.412.299.999.999.990;4;0.821
N.Y. State of Mind;64;293973;0.0394;0.665;0.91;6;0.22699999999999998;0;0.223;8.409.899.999.999.990;4;0.887
Bring Da Ruckus;64;251466;0.23399999999999999;0.794;0.627;11;0.35;1;0.36;87.554;4;0.518
Oh My God;55;208840;0.0327;0.866;0.698;10;0.10800000000000001;0;0.272;94.64;4;0.713
Informer;64;268910;0.0984;0.763;0.742;6;0.38;0;0.188;98.145;4;0.483
Killing Me Softly With His Song;72;298773;0.0279;0.765;0.29;4;0.5710000000000001;0;0.139;9.240.899.999.999.990;4;0.506
Love Like This - 2016 Remaster;45;271920;0.00381;0.7090000000000001;0.7140000000000001;0;0.0513;1;0.0786;100.866;4;0.759
Feel So Good - 2016 Remastered;45;204666;0.168;0.762;0.773;1;0.11699999999999999;0;0.255;105.154;4;0.568
Insane in the Brain;46;210160;0.0208;0.9009999999999999;0.63;8;0.10300000000000001;0;0.188;102.182;4;0.73
